諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
16797,216,童,童,木,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,橦,橦,木名花可爲布出字書又鍾幢二音,,39,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08右,35,2,22,,,徒紅,徒紅,a2,,,徒江,,徒江,droong,丈江1/直江3,徒紅：木名花可爲布出字書又鍾幢二音/職容：字㨾云本音同今借爲木橦字/宅江：木名又音鍾童,徒紅/職容/宅江,dowŋ/tɕjɔwŋ/ɖɔŋ,dong/tcjoong/droong,dung/cjyung/drung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,橦
16877,275,同,同,火,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,烔,烔,熱氣烔烔出字林,,40,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08右,36,2,23,,,,徒紅,10,,,徒東,,徒東,dong,徒東1,徒紅：熱氣烔烔出字林,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,烔
16791,155,童,童,鳥,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,䴀,䴀,鸏䴀水鳥黃喙喙長尺餘南人以爲酒器出劉欣期交州記,,41,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08右,37,2,24,,,,,,,,,,,,,徒紅：鸏䴀水鳥黃喙喙長尺餘南人以爲酒器出劉欣期交州記,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,䴀
16855,47,同,同,手,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,挏,挏,引也漢官名有挏馬又音動,,42,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,1,2,25,,,,,,,,達孔,,達孔,dongq,大孔1,徒紅：引也漢官名有挏馬又音動/徒摠：推引也漢有挏馬官作酒又音同,徒紅/徒摠,dowŋ/dowŋʔ,dong/dongq,dung/dungx,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,挏
16889,363,同,同,酉,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,酮,酮,馬酪又音動,,43,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,2,2,26,,,,,,,,,,徒董,,,徒紅：馬酪又音動/徒摠：酒壞又音同,徒紅/徒摠,dowŋ/dowŋʔ,dong/dongq,dung/dungx,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,酮
16871,196,同,同,魚,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,鮦,鮦,爾雅云鰹大鮦又直冢直柳二切,,44,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,3,2,27,,,,,,,,條冢,,直壟/直久,dong/drjoongq/drjouq,童2/大勇1/直冢1/逐拱1/直九1/紂1,徒紅：爾雅云鰹大鮦又直冢直柳二切/直隴：魚名又直柳切/除柳：鮦陽縣在汝南又直冢切,徒紅/直隴/除柳,dowŋ/ɖjɔwŋʔ/ɖjɤwʔ,dong/drjoongq/drjouq,dung/dryungx/driux,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,鮦
16815,381,童,童,瓦,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,㼿,㼿,井甓一云甃也,,45,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,4,2,28,,,,,,,,徒東,,,,,徒紅：井甓一云甃也/之用：甕屬,徒紅/之用,dowŋ/tɕjɔwŋh,dong/tcjoongh,dung/cjyungh,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,㼿
16794,176,童,童,羊,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,𦏆,𦏆,無角羊,,46,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,5,2,29,,,,徒紅,a3,,,,,大紅,,,徒紅：無角羊,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𦏆
16870,176,同,同,羊,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,𦍻,𦍻,上同,無角羊,47,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,6,2,30,,,,,,,,,,,,,徒紅：上同,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𦍻
16847,1,同,同,目,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,眮,眮,目眶又徒摠切,,48,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,7,2,31,,,,,,,,大孔,,大孔,,,徒紅：目眶又徒摠切/徒摠：瞋目/徒弄：轉目,徒紅/徒摠/徒弄,dowŋ/dowŋʔ/dowŋh,dong/dongq/dongh,dung/dungx/dungh,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,眮
16795,200,童,童,艸,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,蕫,蕫,草名又多動切,,49,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,8,2,32,,,,,,,,東揔,,童/多動,dong/tongq,童1/丁動1,徒紅：草名又多動切/多動：薡蕫草似蒲而細又藕根,徒紅/多動,dowŋ/towŋʔ,dong/tongq,dung/tungx,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,蕫
16800,225,童,童,禾,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,穜,穜,穜稑先種後熟謂之穜後種先熟謂之稑又音重,,50,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,9,2,33,,,,,,,,除恭/童,,除恭/童,dong/drjoong,童1/直龍3,徒紅：穜稑先種後熟謂之穜後種先熟謂之稑又音重/直容：先種晚熟曰穜,徒紅/直容,dowŋ/ɖjɔwŋ,dong/drjoong,dung/dryung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,穜
16859,80,同,同,行,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,衕,衕,通街也,,51,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,tung4,t,ung,4,tong2,t,ong,2,上平08左,10,2,34,,,徒紅,徒紅,a4,,,徒涷,,徒東/徒弄,,,徒紅：通街也/徒弄：通街,徒紅/徒弄,dowŋ/dowŋh,dong/dongh,dung/dungh,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,衕
16813,331,童,童,革,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,𩍅,𩍅,靫具飾也,,52,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,11,2,35,,,徒紅,徒紅,a5,,,徒東,,徒東,,,徒紅：靫具飾也,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𩍅
16882,304,同,同,广,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,𢈉,𢈉,地下應聲,,53,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,12,2,36,,,,,,,,,,徒紅,,,徒紅：地下應聲,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𢈉
16883,307,同,同,穴,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,䆚,䆚,通䆚也,,54,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,13,2,37,,,,,,,,,,徒東/洞,,,徒紅：通䆚也,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,䆚
16850,21,同,同,口,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,哃,哃,哃𠹔大言,,55,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,14,2,38,,,,,,,,,,徒工,,,徒紅：哃𠹔大言,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,哃
16896,418,同,同,弓,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,𢏕,𢏕,弓飾,,56,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,15,2,39,,,,,,,,,,徒東,,,徒紅：弓飾,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𢏕
16886,330,同,同,糸,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,絧,絧,布名,,57,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,16,2,40,,,,,,,,徒弄,是,徒弄,,,徒紅：布名/徒弄：相通之皃,徒紅/徒弄,dowŋ/dowŋh,dong/dongh,dung/dungh,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,絧
16884,320,同,同,邑,,同,837,同,,,,,,,,,,,徒紅,徒紅,徒,紅,𨚯,𨚯,鄉名,,58,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,17,2,41,,,,,,,,,,徒紅,,,徒紅：鄉名,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𨚯
16808,320,童,童,邑,,童,834,童,,,,,,,,,,,徒紅,徒紅,徒,紅,𨝯,𨝯,地名又姓,,59,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,18,2,42,,,,,,,,,,徒紅,,,徒紅：地名又姓,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𨝯
16944,452,甬,甬,鼓,,甬,838,用,,,,,,𪔝,𪔜,𪔜,校,,徒紅,徒紅,徒,紅,𪔝,𪔜,鼓聲,,60,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,19,2,43,,,,,,,,,,,,,徒紅：鼓聲,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,,,𪔝
20796,179,騰,騰,虎,,騰,1075,灷,,,,,,,,,,,徒紅,徒紅,徒,紅,𩦶,𩦶,黑虎,,61,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,20,2,44,,,,,,,,,,,,,徒紅：黑虎/徒冬：黑虎,徒紅/徒冬,dowŋ/dwoŋ,dong/dwong,dung/duung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,𧈜,,,騰省聲,,𩦶
20793,7,騰,騰,黑,,騰,1075,灷,,,,,,,,,,,徒紅,徒紅,徒,紅,𪒿,𪒿,黑皃,,62,dowŋ,dong,定,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,dung,,,,,,,,,上平08左,21,2,45,,,,,,,,,,大登,,,徒紅：黑皃,徒紅,dowŋ,dong,dung,徒,do,定,開,一,模,平,端,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,do,do,ɦowŋ,ghung,,,,騰省聲,,𪒿
19509,,中,,中,整體,中,1002,中,陟弓,,,,,,,,,,陟弓,陟弓,陟,弓,中,中,平也成也宜也堪也任也和也半也又姓漢少府鄉中京出風俗通又漢複姓有七氏漢有諫議大夫中行彪晉中行偃之後虞有五英之樂掌中英者因以爲氏古有隱者中梁子漢書藝文志有室中周著書十篇賈執英賢傳云路中大夫之後以路中爲氏張晏云姓路爲中大夫何氏姓苑有中壘氏中野氏陟弓切又陟仲切四,,63,ʈjowŋ,trjong,知,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,triung,zung1,z,ung,1,zhong1,zh,ong,1,上平08左,22,3,1,,4,陟隆,陟隆,1,3加1,,致隆,,致隆/丁仲/致隆/丁仲/致隆/丁仲,drjongh/trjong/trjongh/0,仲19/如字43/丁仲168/竹仲1/知眾1/貞仲1/張仲8/□仲1/丁□1,陟弓：平也成也宜也堪也任也和也半也又姓漢少府鄉中京出風俗通又漢複姓有七氏漢有諫議大夫中行彪晉中行偃之後虞有五英之樂掌中英者因以爲氏古有隱者中梁子漢書藝文志有室中周著書十篇賈執英賢傳云路中大夫之後以路中爲氏張晏云姓路爲中大夫何氏姓苑有中壘氏中野氏陟弓切又陟仲切四/陟仲：當也陟仲切又陟沖切二,陟弓/陟仲,ʈjowŋ/ʈjowŋh,trjong/trjongh,triung/triungh,陟,trik,知,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ʈɨk,trik,kjowŋ,kiung,,聲旁,次級聲旁,,中,中
19518,352,中,中,衣,,中,1002,中,,,,,,,,,,,陟弓,陟弓,陟,弓,衷,衷,善也正也適也中也又衷衣褻衣也,,64,ʈjowŋ,trjong,知,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,triung,cung1,c,ung,1,zhong1,zh,ong,1,上平08左,23,3,2,,,陟隆,陟隆,3,,,知沖,,知沖,trjong/trjongh,丁隆1/中1/竹隆1/忠17/丁仲7,陟弓：善也正也適也中也又衷衣褻衣也/陟仲：又陟沖切,陟弓/陟仲,ʈjowŋ/ʈjowŋh,trjong/trjongh,triung/triungh,陟,trik,知,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ʈɨk,trik,kjowŋ,kiung,,,,與衶不同,,衷
19511,37,中,中,心,,中,1002,中,,,,,,,,,,,陟弓,陟弓,陟,弓,忠,忠,無私也敬也直也厚也亦州名本漢臨江縣屬巴郡後魏置臨州貞觀爲忠州,,65,ʈjowŋ,trjong,知,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,triung,zung1,z,ung,1,zhong1,zh,ong,1,上平08左,24,3,3,,,陟隆,陟隆,2,,,徵躬,,陟隆,trjong,如字1,陟弓：無私也敬也直也厚也亦州名本漢臨江縣屬巴郡後魏置臨州貞觀爲忠州,陟弓,ʈjowŋ,trjong,triung,陟,trik,知,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ʈɨk,trik,kjowŋ,kiung,,,,與忡不同,,忠
19514,200,中,中,艸,,中,1002,中,,,,,,,,,,,陟弓,陟弓,陟,弓,𦬕,𦬕,草名又音沖,,66,ʈjowŋ,trjong,知,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,triung,,,,,,,,,上平08左,25,3,4,,,陟隆,陟隆,a1,,,張隆,,陟隆/直隆,,,陟弓：草名又音沖/直弓：草名又音中,陟弓/直弓,ʈjowŋ/ɖjowŋ,trjong/drjong,triung/driung,陟,trik,知,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ʈɨk,trik,kjowŋ,kiung,,,,,,𦬕
19427,189,蟲,,虫虫虫,會意,蟲,999,蟲,直弓,,,,,,,,,,直弓,直弓,直,弓,蟲,蟲,爾雅曰有足曰蟲無足曰豸又姓漢功臣表有曲成侯蟲達直弓切七,,67,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,cung4,c,ung,4,chong2,ch,ong,2,上平08左,26,4,1,,5,直隆,直隆,1,3加4,a2𪔖a3𢝈,除忠,,除中,drjong/dwong/koq,直弓3/直中1/直忠7/直隆1/除中1/徒冬1/古2,直弓：爾雅曰有足曰蟲無足曰豸又姓漢功臣表有曲成侯蟲達直弓切七/直眾：蟲食物又音沖或作蚛,直弓/直眾,ɖjowŋ/ɖjowŋh,drjong/drjongh,driung/driungh,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,聲旁,次級聲旁,未知虫是否也有讀蟲之音，暫將此聲旁繫列裏字形衹有一虫者視爲蟲省聲,中,蟲
19517,261,中,中,水,,中,1002,中,,,,,,,,,,,直弓,直弓,直,弓,沖,沖,和也深也,,68,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,cung1,c,ung,1,chong1,ch,ong,1,上平08左,27,4,2,,,直隆,直隆,2,,,直中,,除隆,drjong/thrjong,直弓2/直忠2/直隆1/勑弓1,直弓：和也深也,直弓,ɖjowŋ,drjong,driung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,,,,沖
19516,225,中,中,禾,,中,1002,中,,,,,,,,,,,直弓,直弓,直,弓,种,种,稚也或作沖亦姓後漢司徒河南种暠,,69,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,,,,,,,,,上平08左,28,4,3,,,直隆,直隆,3,,,直中/直忠,,直中,,,直弓：稚也或作沖亦姓後漢司徒河南种暠,直弓,ɖjowŋ,drjong,driung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,,,,种
19522,382,中,中,皿,,盅,1002,中,,,,,,,,,,,直弓,直弓,直,弓,盅,盅,器虛也又敕中切,,70,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,zung1,z,ung,1,zhong1,zh,ong,1,上平08左,29,4,4,,,直隆,直隆,a1,,,除隆,,除隆,,,直弓：器虛也又敕中切/敕中：器虛也又音蟲,直弓/敕中,ɖjowŋ/ʈhjowŋ,drjong/thrjong,driung/thriung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,次級聲旁,,,盅
19433,275,蟲,蟲,火,,蟲,999,蟲,,,,,,,,,,,直弓,直弓,直,弓,爞,爞,爾雅云爞爞炎炎熏也,,71,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,,,,,,,,,上平08左,30,4,5,,,直隆,直隆,a4,,,徒冬/除中,,徒冬/直中,drjong/dwong,直忠1/徒冬2,直弓：爾雅云爞爞炎炎熏也/徒冬：旱熱,直弓/徒冬,ɖjowŋ/dwoŋ,drjong/dwong,driung/duung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,,,,爞
19515,200,中,中,艸,,中,1002,中,,,,,,,,,,,直弓,直弓,直,弓,𦬕,𦬕,草名又音中,,72,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,,,,,,,,,上平08左,31,4,6,,,,,,,,張隆,,陟隆/直隆,,,陟弓：草名又音沖/直弓：草名又音中,陟弓/直弓,ʈjowŋ/ɖjowŋ,trjong/drjong,triung/driung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,,,,𦬕
19513,156,中,中,羽,,中,1002,中,,,,,,,,,,,直弓,直弓,直,弓,翀,翀,直上飛也,,73,ɖjowŋ,drjong,澄,開,三,東,平,知,通,,上平01,東,東,東,,東三>開,,,,driung,,,,,,,,,上平08左,32,4,7,,,,,,,,,,直中,,,直弓：直上飛也,直弓,ɖjowŋ,drjong,driung,直,drik,澄,開,三,蒸,入,知,曾,弓,kjong,見,開,三,東,平,見,通,,,,,,,,,ɖɨk,drik,kjowŋ,kiung,,,,,,翀
19468,330,冬,冬,糸,,終,1000,夂,職戎,,,,,,,,,,職戎,職戎,職,戎,終,終,極也窮也竟也又姓漢有濟南終軍又漢複姓二氏東觀漢記有終利恭何氏姓苑云今下邳人也左傳殷人七族有終葵氏職戎切十五,,74,tɕjowŋ,tcjong,章,開,三,東,平,章,通,,上平01,東,東,東,,東三>開,,,,cjung,zung1,z,ung,1,zhong1,zh,ong,1,上平08左,33,5,1,,11,職隆,職隆,1,10加2,a1𧆼a3𤽬,之戎,是,之戎,,,職戎：極也窮也竟也又姓漢有濟南終軍又漢複姓二氏東觀漢記有終利恭何氏姓苑云今下邳人也左傳殷人七族有終葵氏職戎切十五,職戎,tɕjowŋ,tcjong,cjung,職,tcjik,章,開,三,蒸,入,章,曾,戎,njong,日,開,三,東,平,日,通,,,,,,,,,tɕjɨk,cjik,ȵjowŋ,njung,,,次級聲旁,,,終
19525,1,眾,,目㐺,會意,眾,1003,眾,,,,,,衆,,,調整碼位,,職戎,職戎,職,戎,衆,眾,又之仲切,,75,tɕjowŋ,tcjong,章,開,三,東,平,章,通,,上平01,東,東,東,,東三>開,,,,cjung,,,,,,,,,上平09右,1,5,2,,,職隆,職隆,2,,,之仲,,之仲,tcjong/tcjongh,終3/諸仲2,職戎：又之仲切/之仲：多也三人爲眾又姓左傳魯大夫眾仲之仲切又音終一,職戎/之仲,tɕjowŋ/tɕjowŋh,tcjong/tcjongh,cjung/cjungh,職,tcjik,章,開,三,蒸,入,章,曾,戎,njong,日,開,三,東,平,日,通,,,,,,,,,tɕjɨk,cjik,ȵjowŋ,njung,,聲旁,次級聲旁,古文字裏有从目、从日兩形，存疑；㐺爲眾聚臮𨴖的部件,中,衆
19529,261,眾,眾,水,,眾,1003,眾,,,,,,潨,,,調整碼位,,職戎,職戎,職,戎,潨,潀,小水入大水又徂紅在冬二切,,76,tɕjowŋ,tcjong,章,開,三,東,平,章,通,,上平01,東,東,東,,東三>開,,,,cjung,,,,,,,,,上平09右,2,5,3,,,職隆,職隆,4,,,在公,,在公/在宗,dzjoong/dzong,在容1/在公1,職戎：小水入大水又徂紅在冬二切/徂紅：水會也/藏宗：小水入大水也又徂紅職戎二切,職戎/徂紅/藏宗,tɕjowŋ/dzowŋ/dzwoŋ,tcjong/dzong/dzwong,cjung/zung/zuung,職,tcjik,章,開,三,蒸,入,章,曾,戎,njong,日,開,三,東,平,日,通,,,,,,,,,tɕjɨk,cjik,ȵjowŋ,njung,,,,,,潨
19447,108,冬,冬,歺,,冬,1000,夂,,,,,,,,,,,職戎,職戎,職,戎,𣧩,𣧩,歿也,,77,tɕjowŋ,tcjong,章,開,三,東,平,章,通,,上平01,東,東,東,,東三>開,,,,cjung,,,,,,,,,上平09右,3,5,4,,,職隆,職隆,5,,,之戎,,之戎,tcjong,終1,職戎：歿也,職戎,tɕjowŋ,tcjong,cjung,職,tcjik,章,開,三,蒸,入,章,曾,戎,njong,日,開,三,東,平,日,通,,,,,,,,,tɕjɨk,cjik,ȵjowŋ,njung,,,,,,𣧩
