word,visual_mean,visual_sd,visual_n,auditory_mean,auditory_sd,auditory_n,scale
buveur,56.455,38.514,24,23.19,27.806,24,0-100_VAS
buée,75.6,24.685,24,16.792,22.089,24,0-100_VAS
bâtisse,72.679,27.466,28,16.379,22.042,28,0-100_VAS
bâtonnet,76.708,25.789,23,23.348,28.137,23,0-100_VAS
bègue,39.958,31.004,22,46.696,33.744,23,0-100_VAS
bélier,78,25.285,28,39.786,34.288,28,0-100_VAS
bémol,27.455,30.553,24,33.375,37.392,24,0-100_VAS
bénéfice,49.269,30.073,28,29.214,32.075,28,0-100_VAS
béquille,80.167,17.39,22,43.955,34.092,23,0-100_VAS
béret,69.577,23.305,25,27.778,29.343,27,0-100_VAS
béton,72.077,27.157,25,19.556,23.772,27,0-100_VAS
bêtise,50.056,37.931,20,38.95,32.245,20,0-100_VAS
bûcher,68.96,29.277,24,46.04,38.264,25,0-100_VAS
cabale,25.261,34.359,24,12.174,21.292,24,0-100_VAS
cabanon,76.192,26.56,24,36.958,35.302,24,0-100_VAS
cabinet,62.609,28.417,23,23.043,28.601,23,0-100_VAS
cabriolet,49.88,41.087,24,20.16,26.142,25,0-100_VAS
cacahuète,74.333,31.896,24,25.75,28.096,24,0-100_VAS
cachalot,59.815,30.505,28,36.714,34.119,28,0-100_VAS
cachette,64.25,33.027,24,22.583,29.134,24,0-100_VAS
cachot,72.542,26.123,25,30.13,25.538,24,0-100_VAS
cactus,85.96,15.902,25,16.417,26.593,24,0-100_VAS
caddie,47.652,40.666,25,19.56,29.749,25,0-100_VAS
cadenas,79.875,25.94,25,37.583,31.344,24,0-100_VAS
cadran,66.4,32.042,25,67.333,34.061,27,0-100_VAS
cadre,76.636,4.113,25,26.083,27.893,24,0-100_VAS
cafard,73.414,29.926,28,31.857,36.491,28,0-100_VAS
café,87.462,18.094,25,45.444,38.303,26,0-100_VAS
cage,79.522,24.793,23,36.217,38.395,23,0-100_VAS
cahier,84.875,18.646,23,27.565,31.686,23,0-100_VAS
caissière,74.308,28.455,25,53.792,33.516,24,0-100_VAS
calanque,29.565,36.665,23,14.667,27.834,23,0-100_VAS
calcification,52.857,30.29,25,19.074,29.47,27,0-100_VAS
calcul,71.25,29.185,25,29.44,36.824,26,0-100_VAS
cale,37.125,34.089,25,18.042,27.199,24,0-100_VAS
calepin,79.318,24.517,25,18.864,27.084,24,0-100_VAS
caleçon,88.333,13.519,25,23.407,33.768,27,0-100_VAS
calibre,43.125,28.107,25,16.704,22.731,27,0-100_VAS
calmar,71.778,29.495,25,20.808,24.831,27,0-100_VAS
calme,62.25,29.209,23,53.042,31.557,23,0-100_VAS
calomnie,29.643,35.037,28,25.679,32.888,28,0-100_VAS
calorie,40.304,32.693,23,19.435,30.57,23,0-100_VAS
calotte,64.724,26.891,25,21.815,28.847,27,0-100_VAS
calumet,56.5,35.144,20,20.632,30.575,20,0-100_VAS
calèche,88,21.331,25,65.077,36.113,26,0-100_VAS
camarade,70.786,26.585,28,45.593,40.518,28,0-100_VAS
cambriolage,69.8,31.157,25,45.444,36.358,27,0-100_VAS
camion,86.16,18.293,25,69.926,24.774,27,0-100_VAS
camionnette,75.833,28.942,25,50.577,36.901,27,0-100_VAS
camisole,87.815,16.795,25,14.296,27.222,26,0-100_VAS
camp,73.192,30.289,25,55.963,33.444,27,0-100_VAS
campagne,84.16,19.633,25,59.917,32.675,24,0-100_VAS
camping,78.1,25.158,20,38.8,34.973,20,0-100_VAS
caméléon,84.92,18.706,25,17.4,26.527,25,0-100_VAS
canapé,82.308,16.615,25,16.167,24.151,24,0-100_VAS
canard,83.846,19.931,25,69.4,27.012,25,0-100_VAS
canari,78.321,25.61,25,62.154,38.488,26,0-100_VAS
cancer,56.955,35.532,23,30.913,38.029,23,0-100_VAS
candeur,30.5,34.353,28,26.259,33.528,28,0-100_VAS
candidat,58,33.793,25,35.074,33.238,27,0-100_VAS
candidature,55.72,32.941,25,23.542,29.33,24,0-100_VAS
cane,64.692,30.629,25,28.885,33.675,27,0-100_VAS
canette,77.12,25.61,25,44.792,34.73,24,0-100_VAS
caniche,85.607,21.779,28,70,29.602,28,0-100_VAS
canif,64.87,36.009,23,19.174,32.076,23,0-100_VAS
canon,75.538,24.837,25,68.741,29.145,27,0-100_VAS
canoë,72.579,24.233,20,25.9,28.368,20,0-100_VAS
cantatrice,22.375,30.198,25,25.769,34.76,27,0-100_VAS
cantine,70.7,28.839,20,43.5,33.855,20,0-100_VAS
cantique,27.652,34.407,23,29.522,39.779,23,0-100_VAS
canton,48.765,37.698,25,18.24,27.682,25,0-100_VAS
capacité,30.81,35.423,25,22.25,29.048,24,0-100_VAS
cape,80.826,25.377,25,19.833,32.425,24,0-100_VAS
capital,58.423,37.276,26,31.222,35.369,27,0-100_VAS
capitale,66.607,31.252,28,37.536,35.562,28,0-100_VAS
capot,73.083,25.091,23,42.739,26.542,23,0-100_VAS
caprice,55.292,33.3,25,49.609,37.18,24,0-100_VAS
capsule,59.652,35.167,25,18.409,29.714,24,0-100_VAS
captivité,52,36.334,26,23.115,29.708,27,0-100_VAS
capture,68.8,26.749,28,43.448,34.587,28,0-100_VAS
capuche,74.704,21.612,28,19.429,28.372,28,0-100_VAS
capuchon,81.32,23.748,26,16.519,26.754,27,0-100_VAS
carabine,75.769,29.042,26,66.519,27.395,27,0-100_VAS
caractéristique,46.88,33.34,26,23.963,30.384,26,0-100_VAS
carafe,67.12,29.011,25,24.125,28.466,24,0-100_VAS
caramel,83.542,21.472,25,14,27.896,24,0-100_VAS
carapace,81.107,15.576,26,22,24.419,27,0-100_VAS
carat,47.308,39.421,26,12.185,22.152,27,0-100_VAS
caravane,76.222,23.461,26,24.407,24.834,26,0-100_VAS
caravelle,38.043,37.068,25,21.13,35.025,24,0-100_VAS
carburant,60.333,34.541,26,13.385,19.343,26,0-100_VAS
carburateur,52.25,38.364,25,42.609,34.245,24,0-100_VAS
carcan,26.154,33.79,26,11.704,19.713,27,0-100_VAS
carcasse,76.52,24.348,25,15.76,19.299,25,0-100_VAS
cardiogramme,49.138,29.121,28,39.429,32.804,28,0-100_VAS
carence,35.481,32.178,26,20.769,29.237,26,0-100_VAS
caresse,72.708,31.351,26,38,37.82,27,0-100_VAS
cargo,63.769,26.323,26,32.37,34.439,27,0-100_VAS
caribou,78.88,29.072,26,21.769,30.644,26,0-100_VAS
caricature,87.269,14.115,28,23.929,30.727,28,0-100_VAS
carie,74.609,26.052,23,31.783,38.706,23,0-100_VAS
carillon,43.269,28.72,25,59.16,39.399,25,0-100_VAS
carnaval,78.833,19.21,23,62.381,29.969,23,0-100_VAS
carotte,88.958,13.848,25,33,37.972,24,0-100_VAS
carpette,67.448,25.111,26,17.074,19.807,27,0-100_VAS
carquois,42.852,42.128,26,18.963,26.965,26,0-100_VAS
carrefour,65.636,26.451,23,38.909,35.424,23,0-100_VAS
carriole,52.583,37.624,23,32.875,34.429,23,0-100_VAS
carrière,48.875,36.783,25,24.042,31.597,24,0-100_VAS
carrosse,75.792,29.748,23,30.167,31.136,23,0-100_VAS
carré,85.286,17.007,28,17.207,26.889,28,0-100_VAS
cartable,82.72,23.153,26,26.846,36.105,26,0-100_VAS
cartouche,73.414,25.644,26,36.346,34.008,27,0-100_VAS
cas,30.64,38.223,26,18.615,32.421,26,0-100_VAS
cascade,84.8,22.303,25,72.2,31.075,25,0-100_VAS
cascadeur,73.68,24.496,26,34,30.452,27,0-100_VAS
caserne,79,19.937,20,51.35,37.878,20,0-100_VAS
casino,86.435,14.798,26,69.652,30.555,26,0-100_VAS
casque,86.25,15.15,26,30.852,35.272,27,0-100_VAS
cassette,80.577,22.516,26,59.885,38.161,27,0-100_VAS
caste,31,35.394,26,16.704,26.725,27,0-100_VAS
castor,80.75,20.149,28,48.724,34.063,28,0-100_VAS
cataclysme,58.833,24.838,25,47.125,33.686,24,0-100_VAS
catalogue,79.643,22.518,26,11.577,21.017,26,0-100_VAS
catapulte,74,31.862,25,49.13,31.636,24,0-100_VAS
catastrophe,68,31.551,25,53.917,37.074,24,0-100_VAS
catégorie,40.64,31.879,26,24.074,32.795,27,0-100_VAS
cauchemar,70.083,28.494,25,42,34.046,24,0-100_VAS
causalité,29.786,36.218,26,34.074,40.151,27,0-100_VAS
cause,35.75,37.394,28,26,31.794,28,0-100_VAS
cavalerie,62.429,31.34,25,53.63,35.783,27,0-100_VAS
cave,73.8,24.614,25,31.375,30.373,24,0-100_VAS
caverne,84.036,14.279,25,28.333,33.66,27,0-100_VAS
cavité,58.85,26.896,20,21.95,32.037,20,0-100_VAS
caïman,55.625,38.281,23,26.591,36.947,23,0-100_VAS
ceinture,81.478,23.676,23,25,31.366,23,0-100_VAS
cellule,70.32,30.195,25,11.423,22.131,26,0-100_VAS
cens,16.625,28.364,25,11.833,23.008,24,0-100_VAS
cent,56.25,39.534,25,9.962,24.371,26,0-100_VAS
centaure,55.517,34.387,28,17.643,22.233,28,0-100_VAS
centre,67.84,25.296,25,28.885,31.767,26,0-100_VAS
cerceau,77.957,25.873,23,15.826,28.004,23,0-100_VAS
cercueil,76.462,29.391,25,30.519,35.887,27,0-100_VAS
cerf,80.667,21.364,25,25.542,32.74,24,0-100_VAS
cerise,90.045,16.935,25,5.857,11.629,24,0-100_VAS
cerisier,75.474,30.22,20,13.85,24.594,20,0-100_VAS
cerne,74.636,24.928,25,5.762,9.208,24,0-100_VAS
certitude,35.286,30.445,28,42,37.289,28,0-100_VAS
chacal,62.542,27.198,25,37.222,32.557,27,0-100_VAS
chagrin,72.08,31.795,25,60.6,37.961,25,0-100_VAS
chair,67.792,33.353,25,17.542,29.475,24,0-100_VAS
chaise,87.304,18.297,23,27.333,29.548,23,0-100_VAS
chalet,81.125,21.908,25,48.783,38.964,24,0-100_VAS
chaloupe,71.7,27.829,20,31,27.178,20,0-100_VAS
chambre,81.5,20.611,25,38.154,37.902,27,0-100_VAS
chameau,80.833,26.189,25,33.25,36.459,24,0-100_VAS
champ,80.5,24.916,25,32.778,33.715,27,0-100_VAS
champignon,89.84,14.772,25,26.833,35.69,26,0-100_VAS
champion,68.333,25.31,23,39.857,32.526,23,0-100_VAS
championnat,75.24,29.303,25,53.654,37.41,26,0-100_VAS
chance,51.826,33.245,23,31.818,30.719,23,0-100_VAS
chandail,84.909,16.849,23,15.083,25.19,23,0-100_VAS
chanteuse,72.5,30.264,25,77,29.077,24,0-100_VAS
chantier,81.92,23.759,25,72.56,28.557,25,0-100_VAS
chaos,59.52,33.255,25,50.96,32.803,25,0-100_VAS
chapeau,85.464,19.916,25,19.852,25.442,27,0-100_VAS
chapelle,85.32,20.178,25,43,41.383,26,0-100_VAS
chaperon,71.783,24.424,25,34.32,36.276,26,0-100_VAS
chapiteau,85.118,16.374,20,35.65,39.727,20,0-100_VAS
chapitre,61.261,35.316,23,18.261,21.56,23,0-100_VAS
charabia,26.48,33.227,25,45.4,38.06,25,0-100_VAS
charité,60.379,31.938,25,36.385,31.729,27,0-100_VAS
charme,60.792,35.68,25,36.708,34.655,24,0-100_VAS
charnière,44,34.392,25,31.222,35.017,27,0-100_VAS
charpente,57.091,35.713,23,23.542,26.703,23,0-100_VAS
charte,65.125,30.953,25,30.5,36.469,26,0-100_VAS
chaste,28.704,33.449,25,9.538,20.184,26,0-100_VAS
chat,87.087,25.323,23,74.87,30.1,23,0-100_VAS
chaton,84.667,23.841,23,73,25.411,23,0-100_VAS
chaudron,81.455,20.816,25,45.435,32.949,24,0-100_VAS
chauffage,57.833,37.626,25,32.5,36.076,24,0-100_VAS
chaussette,87.667,16.277,25,10.65,24.286,24,0-100_VAS
chausson,82.375,18.752,25,9.792,17.336,24,0-100_VAS
chaussure,85.138,17.48,25,50.25,35.464,27,0-100_VAS
chauve,87.522,14.544,23,14.708,21.664,23,0-100_VAS
chauve-souris,84.44,17.758,25,45.741,31.951,27,0-100_VAS
chauvinisme,26.692,33.448,25,17.458,28.59,24,0-100_VAS
cheminée,86.348,16.538,23,46.542,33.258,23,0-100_VAS
chemisier,82.9,18.803,25,9.25,18.484,24,0-100_VAS
chenille,82.615,23.845,25,17.5,27.035,24,0-100_VAS
cheptel,17.12,31.443,25,12.577,26.47,26,0-100_VAS
cheval,88.536,15.177,25,72.769,28.242,27,0-100_VAS
chevelure,83,20.531,23,22.476,32.675,23,0-100_VAS
cheveu,78.447,23.49,25,25.12,32.981,25,0-100_VAS
cheville,83.034,18.339,28,12.214,21.367,28,0-100_VAS
chevreau,51.593,39.096,25,30.667,34.211,26,0-100_VAS
chewing-gum,82.036,18.432,25,56.269,31.725,27,0-100_VAS
chien,90.625,14.352,25,82.333,27.108,24,0-100_VAS
chignon,86.16,25.93,27,7,21.587,26,0-100_VAS
chinoiserie,35.87,32.317,27,29.042,33.438,26,0-100_VAS
chirurgien,77.25,28.05,25,33.292,31.914,24,0-100_VAS
choc,56.56,31.815,25,40.042,33.464,25,0-100_VAS
choeur,66.964,30.487,27,82.556,21.367,27,0-100_VAS
choléra,35.783,31.27,23,22.783,31.402,23,0-100_VAS
chronique,38.16,33.321,27,28.074,39.558,27,0-100_VAS
chronomètre,77,25.83,27,51.667,32.414,27,0-100_VAS
châle,75.2,18.295,20,11.25,20.815,20,0-100_VAS
châsse,54.586,33.902,28,43.857,36.597,28,0-100_VAS
châtaigne,54.889,35.501,28,25.379,28.727,28,0-100_VAS
château,87.625,15.561,25,21.25,23.919,24,0-100_VAS
châtiment,49.783,36.334,23,38.957,37.278,23,0-100_VAS
chèvre,89.591,11.62,25,73,33.169,25,0-100_VAS
chéquier,75.917,24.61,25,29.846,31.418,26,0-100_VAS
chômage,39.207,34.841,28,31.607,34.138,28,0-100_VAS
ciel,93.462,9.746,27,38.407,43.026,27,0-100_VAS
cigare,81.48,21.568,27,19.63,27.964,27,0-100_VAS
cigarette,83.895,15.463,20,33.85,29.114,20,0-100_VAS
cigogne,78.828,23.064,27,31.704,29.549,27,0-100_VAS
ciment,87.241,15.647,28,31.286,35.532,28,0-100_VAS
cimetière,84.391,24.517,26,40.391,34.966,24,0-100_VAS
cintre,84.45,22.087,22,24.895,27.642,20,0-100_VAS
circonstance,26.091,32.972,23,21.304,28.801,23,0-100_VAS
circulation,76.68,21.884,27,56.074,34.426,26,0-100_VAS
cirrhose,24.375,31.598,26,12.478,23.399,24,0-100_VAS
ciseaux,81.88,22.229,27,44.556,36.376,27,0-100_VAS
citadelle,70.724,33.873,28,26.107,30.228,28,0-100_VAS
citation,39.25,34.859,26,47.857,42.441,24,0-100_VAS
citerne,65.074,31.763,27,16.308,28.055,26,0-100_VAS
citoyen,53.875,34.723,23,42.609,36.185,23,0-100_VAS
citoyenne,50.036,36.11,27,14.538,26.417,26,0-100_VAS
citron,85.192,17.898,27,23.444,35.622,27,0-100_VAS
citrouille,87.69,16.428,28,20,29.767,28,0-100_VAS
civilisation,69.462,23.187,27,37,33.977,27,0-100_VAS
civisme,43.48,39.509,27,24.815,36.836,27,0-100_VAS
civière,85.286,19.389,27,35.778,38.271,27,0-100_VAS
clafoutis,47.28,37.679,26,18.68,31.029,25,0-100_VAS
clairière,63.083,37.16,26,25.12,29.824,25,0-100_VAS
clairon,33.125,31.162,26,51.292,37.322,24,0-100_VAS
clarification,34.88,35.63,27,34.926,37.025,27,0-100_VAS
clarté,67.607,29.219,28,32.107,36.311,28,0-100_VAS
classement,57.84,29.533,27,29,31.476,27,0-100_VAS
classification,65.577,31.458,27,24.444,32.823,27,0-100_VAS
claustrophobie,59.043,35.365,26,25.833,32.533,24,0-100_VAS
clavecin,34.391,35.683,26,42.304,41.196,24,0-100_VAS
clebs,25,34.963,26,18.36,29.02,25,0-100_VAS
clef,84.292,26.503,23,60.043,34.186,23,0-100_VAS
clenche,33.857,33.56,28,27.923,31.474,28,0-100_VAS
clic,48.25,40.649,27,65.769,32.584,27,0-100_VAS
cliché,60.828,24.074,28,33.036,32.483,28,0-100_VAS
client,69.28,28.686,26,42.36,35.074,25,0-100_VAS
cliente,73.821,30.079,27,46.444,37.466,27,0-100_VAS
clientèle,68.5,36.995,26,40.619,42.765,24,0-100_VAS
climatiseur,77.125,22.983,23,60.375,30.334,23,0-100_VAS
clinique,77.478,23.359,26,38.957,37.248,24,0-100_VAS
clique,55.345,37.916,28,47.429,34.999,28,0-100_VAS
clivage,32.48,34.42,27,20.815,31.038,27,0-100_VAS
cloche,79,21.718,27,90,17.451,27,0-100_VAS
clocher,75.739,25.037,23,75.217,31.967,23,0-100_VAS
clochette,76.682,29.829,26,86.143,21.084,24,0-100_VAS
cloison,52.042,33.074,26,12.917,25.072,24,0-100_VAS
clou,77.958,23.31,26,54.667,36.716,24,0-100_VAS
clé,89.083,12.115,26,56.92,34.931,25,0-100_VAS
clémence,46.208,35.652,23,37.826,38.273,23,0-100_VAS
clôture,76.192,26.061,27,17.222,25.716,26,0-100_VAS
cobra,82.966,22.991,27,45.769,36.241,26,0-100_VAS
cocaïne,68.947,28.824,22,29.3,34.744,20,0-100_VAS
coccinelle,87.769,15.193,26,21.5,27.907,24,0-100_VAS
cochon,81.926,19.408,28,69.828,28.522,28,0-100_VAS
cocotte,69.583,30.881,26,42.043,39.381,24,0-100_VAS
cocotte-minute,67.909,32.262,23,61.636,33.656,23,0-100_VAS
cocu,45.519,38.487,27,37.926,35.572,26,0-100_VAS
codage,59.038,32.293,27,28.32,32.825,26,0-100_VAS
coffre-fort,79.75,20.518,26,33.208,28.63,24,0-100_VAS
coffret,77,23.469,28,27.926,35.123,28,0-100_VAS
cognac,65.304,27.244,23,11.696,20.61,23,0-100_VAS
cohue,47.24,33.363,27,53.148,33.264,27,0-100_VAS
cohérence,40.885,30.007,27,38.038,35.914,26,0-100_VAS
coiffure,83,19.864,27,45.08,36.717,26,0-100_VAS
coing,34.292,37.252,23,16.478,28.403,23,0-100_VAS
colibri,73.708,27.566,23,49.478,26.016,23,0-100_VAS
colique,46.13,33.44,27,53.577,33.36,26,0-100_VAS
collaborateur,47.778,33.888,28,31.828,34.382,28,0-100_VAS
collaboration,49.92,41.162,27,29.615,32.829,26,0-100_VAS
collage,78,20.145,23,15.739,26.327,23,0-100_VAS
collant,72.28,27.676,24,23.88,31.564,25,0-100_VAS
collection,77.154,26.735,27,22.37,26.574,27,0-100_VAS
collectivité,51.48,33.183,24,27.48,32.463,25,0-100_VAS
collet,50.348,35.556,23,9.652,20.135,23,0-100_VAS
colline,83.138,16.407,27,30.692,32.234,27,0-100_VAS
collision,75.68,28.003,24,72.68,27.489,25,0-100_VAS
colloque,50.179,27.65,28,35.069,33.246,28,0-100_VAS
collègue,73.08,34.114,27,39.074,35.238,27,0-100_VAS
colombe,78.769,23.4,24,39.92,38.224,25,0-100_VAS
colonie,66.75,30.858,24,28.72,33.652,25,0-100_VAS
colorant,74.182,32.903,24,8.476,16.314,24,0-100_VAS
colza,20.786,29.563,27,13.462,23.532,27,0-100_VAS
combinaison,48.045,34.385,24,17.652,20.917,24,0-100_VAS
combustion,58.25,27.926,22,45.95,35.092,20,0-100_VAS
comité,58.577,33.168,24,31.08,32.867,25,0-100_VAS
commande,51.762,37.727,24,34.81,38.341,24,0-100_VAS
commandement,52.5,36.932,24,55.542,38.142,24,0-100_VAS
commencement,49.826,36.779,24,29.792,37.715,24,0-100_VAS
commerce,69.448,26.347,28,37.75,32.97,28,0-100_VAS
commerçant,66,34.325,24,24.35,31.115,24,0-100_VAS
commissaire,42.655,31.378,27,31.63,28.486,27,0-100_VAS
commission,51.808,33.946,27,22.037,29.001,27,0-100_VAS
commode,80.833,20.339,22,19.45,30.722,20,0-100_VAS
communauté,62.517,30.45,27,32.519,30.95,27,0-100_VAS
communiqué,53.043,28.788,23,41.565,33.214,23,0-100_VAS
communisme,62.88,26.557,27,39.88,34.483,26,0-100_VAS
commère,37.043,32.547,23,40.542,34.232,23,0-100_VAS
compagnie,66.217,35.66,24,21.333,32.817,24,0-100_VAS
comparaison,53.304,36.693,23,39.591,38.872,23,0-100_VAS
compas,82.929,15.041,27,27.038,33.114,27,0-100_VAS
compatible,47.391,36.295,24,20.917,27.041,24,0-100_VAS
compensateur,28.808,34.651,27,22.296,30.931,26,0-100_VAS
complaisance,30.75,32.808,28,31.759,31.939,28,0-100_VAS
complet,64,33.175,28,19.929,27.634,28,0-100_VAS
complexe,42.75,39.108,24,26.167,30.649,24,0-100_VAS
complexité,33.8,34.789,24,24.05,32.44,24,0-100_VAS
complication,45.154,34.905,25,28.556,31.264,27,0-100_VAS
complicité,66.565,33.145,23,45.083,37.468,23,0-100_VAS
compliment,33.857,37.866,27,43.538,41.079,26,0-100_VAS
complot,46.652,35.76,23,40.739,33.533,23,0-100_VAS
complément,36.44,38.789,25,12.615,24.275,26,0-100_VAS
composant,35.556,37.701,27,10.192,17.882,26,0-100_VAS
composante,32.92,31.67,27,11.074,21.743,27,0-100_VAS
composition,50.88,31.648,24,34.5,34.27,24,0-100_VAS
composé,40.25,35.908,27,23.577,30.938,27,0-100_VAS
compote,85.44,22.935,27,13.308,27.627,26,0-100_VAS
compromis,32.292,41.459,27,28.385,39.336,26,0-100_VAS
compréhension,42.083,41.477,24,39.75,37.935,24,0-100_VAS
comptabilité,60.833,29.392,23,34.048,38.058,23,0-100_VAS
comptable,57.25,34.395,22,28.55,35.083,20,0-100_VAS
compte,49.345,33.358,27,10.731,16.472,26,0-100_VAS
comptine,38.929,33.987,28,69.931,32.064,28,0-100_VAS
comptoir,76.423,25.502,27,15.63,26.049,26,0-100_VAS
compère,36.077,35.274,27,19,29.965,27,0-100_VAS
compétence,44,37.836,24,34.083,34.734,24,0-100_VAS
comtesse,56.364,33.727,24,8.818,16.343,24,0-100_VAS
comté,35.25,35.279,24,11.875,25.977,24,0-100_VAS
comète,68.04,35.253,23,23.208,29.36,23,0-100_VAS
comédie,62.84,34.537,27,53.769,36.687,26,0-100_VAS
concentration,54.759,37.309,28,22.75,29.618,28,0-100_VAS
concept,35.621,33.857,28,26.75,32.132,28,0-100_VAS
conception,54.2,35.719,27,29.5,36.62,27,0-100_VAS
concombre,83.88,23.176,24,33.125,37.31,24,0-100_VAS
concurrence,39.2,34.936,24,29.76,35.908,25,0-100_VAS
concurrent,54.6,34.29,27,22.308,33.921,26,0-100_VAS
condition,46.955,34.305,23,40.5,33.485,23,0-100_VAS
conduit,55.038,29.111,27,25.852,27.612,27,0-100_VAS
conduite,74.682,21.495,23,47.792,33.708,23,0-100_VAS
confession,47,35.086,23,48.375,37.302,23,0-100_VAS
confiance,49,41.655,24,36.667,36.425,24,0-100_VAS
confidence,35.75,40.765,27,43.346,43.384,26,0-100_VAS
configuration,57.192,32.315,24,27.6,32.081,25,0-100_VAS
confirmation,33.043,37.808,24,34.52,39.445,25,0-100_VAS
confiture,88.75,14.623,27,20.148,29.542,27,0-100_VAS
confrère,35.653,28.05,24,25.76,29.066,25,0-100_VAS
confusion,49.04,34.108,27,46.44,35.482,26,0-100_VAS
conférence,64.304,30.259,24,54.542,38.774,24,0-100_VAS
congrès,49.042,33.82,27,35.808,31.577,27,0-100_VAS
congé,52.65,39.01,22,32.5,40.349,20,0-100_VAS
conjoint,72.304,35.612,24,46,34.76,24,0-100_VAS
conjoncture,22.448,28.368,27,19.667,23.695,27,0-100_VAS
conjugaison,54.727,35.07,23,45.652,35.245,23,0-100_VAS
conne,44.679,31.861,28,42.586,38.132,28,0-100_VAS
connexion,71.818,30.32,24,34.043,33.342,24,0-100_VAS
conquête,48.889,33.479,22,30.45,33.583,20,0-100_VAS
conscience,33.111,30.681,28,32.138,34.786,28,0-100_VAS
conseiller,53.36,34.26,27,34.885,35.584,26,0-100_VAS
consentement,43.44,39.695,27,31.731,40.825,26,0-100_VAS
conservation,49.5,29.61,24,32.04,36.77,25,0-100_VAS
conserve,70.292,32.832,27,28.885,34.884,26,0-100_VAS
considération,33.963,32.252,27,37.815,39.658,27,0-100_VAS
consigne,43.821,33.015,28,46.034,36.818,28,0-100_VAS
consolation,62.435,34.864,24,49.217,34.928,24,0-100_VAS
consommateur,52.56,34.388,24,26.92,31.969,25,0-100_VAS
consommation,54.435,34.564,23,21.826,31.376,23,0-100_VAS
constitution,36.8,28.445,22,27.45,32.957,20,0-100_VAS
constructeur,61.957,28.104,23,43.174,40.251,23,0-100_VAS
construction,76.167,21.749,24,69.217,29.799,24,0-100_VAS
consultant,57.414,35.73,27,35.148,37.47,27,0-100_VAS
consultation,56.815,30.978,27,32.346,35.491,26,0-100_VAS
conséquence,44.917,37.11,24,35.833,35.784,24,0-100_VAS
conte,71.043,31.745,24,50.56,36.755,25,0-100_VAS
contemplation,67.72,31.174,27,32.962,33.006,26,0-100_VAS
contenant,74.48,24.331,24,19.125,28.09,24,0-100_VAS
content,64.464,36.034,27,40.385,38.79,26,0-100_VAS
continence,39.538,32.893,28,28.241,28.597,28,0-100_VAS
continuité,44.96,34.543,24,22.864,32.366,24,0-100_VAS
contour,71.917,29.859,23,15,24.659,23,0-100_VAS
contraception,70,21.772,22,13.25,21.078,20,0-100_VAS
contradiction,40.368,34.641,22,41.95,38.877,20,0-100_VAS
contrainte,32.28,35.521,24,26.52,35.468,25,0-100_VAS
contrariété,35.462,31.722,27,28.889,34.309,27,0-100_VAS
contraste,62.75,28.283,23,32.913,33.428,23,0-100_VAS
contrat,68.034,23.111,28,24.893,30.423,28,0-100_VAS
contrepoison,24.318,31.29,24,7.5,14.515,25,0-100_VAS
contribution,42.192,32.087,24,22.24,28.167,25,0-100_VAS
contrôle,47,35.763,27,25.741,34.867,27,0-100_VAS
convenance,24.143,30.2,27,22.741,31.336,27,0-100_VAS
convention,51,34.137,24,23,27.772,24,0-100_VAS
conversion,52.136,37.692,23,31.826,38.706,23,0-100_VAS
conviction,36.85,35.704,22,37,35.845,20,0-100_VAS
convoi,52,36.008,24,28.043,35.286,24,0-100_VAS
coopération,54.6,32.777,24,30.12,29.914,25,0-100_VAS
coordination,54.632,32.358,22,27.75,28.318,20,0-100_VAS
coordonnée,55.444,30.974,24,23.76,26.341,25,0-100_VAS
copeau,72.913,27.578,23,24.955,27.12,23,0-100_VAS
copinage,38.739,35.991,23,23.652,34.706,23,0-100_VAS
coq,87.786,21.827,28,85.444,22.782,28,0-100_VAS
coque,62.214,27.809,26,24.154,30.229,26,0-100_VAS
coquillage,90.393,14.351,26,52.154,37.542,26,0-100_VAS
coquille,81.45,19.991,22,36.75,29.873,20,0-100_VAS
cor,20.36,32.451,26,20.846,35.823,26,0-100_VAS
corbeille,81.636,24.161,24,11.1,17.296,24,0-100_VAS
cordon,71.069,25.201,28,17.607,26.851,28,0-100_VAS
cordée,50.913,33.485,24,16.16,25.337,25,0-100_VAS
corne,84.417,17.881,23,28.696,33.148,23,0-100_VAS
